category,rank,pmid,pmcid,doi,title,authors_first,journal,year,pub_types,is_open_access,in_pmc,license,cited_by,abstract_snippet,europepmc_url,query
ai_spinal_ultrasound,19,33018405,,10.1109/embc44109.2020.9175673,Automatic Segmentation of 3D Ultrasound Spine Curvature Using Convolutional Neural Network,Banerjee S,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2020,Journal Article,N,N,,3,"Scoliosis is a 3D spinal deformation where the spine takes a lateral curvature, which generates an angle in a coronal plane. For periodic detection of scoliosis, safe and economic imaging modality is needed as continuous exposure to radiative imaging may cause cancer. 3D ultrasound imaging is a cost-effective and radiation-free imaging modality which gives volume projection image. Identification o",https://europepmc.org/article/MED/33018405,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
ai_spinal_ultrasound,20,32646685,,10.1016/j.ultrasmedbio.2020.04.018,Automatic Midline Identification in Transverse 2-D Ultrasound Images of the Spine,Pesteie M,Ultrasound in medicine & biology,2020,"Comparative Study|Research Support, Non-U.S. Gov't|Journal Article",N,N,,3,"Effective epidural needle placement and injection involves accurate identification of the midline of the spine. Ultrasound, as a safe pre-procedural imaging modality, is suitable for epidural guidance because it offers adequate visibility of the vertebral anatomy. However, image interpretation remains a key challenge, especially for novices. A deep neural network is proposed to automatically class",https://europepmc.org/article/MED/32646685,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
ai_spinal_ultrasound,21,32484094,,10.2174/1573405615666181224141358,Automatic Characterizations of Lumbar Multifidus Muscle and Intramuscular Fat with Fuzzy C-means based Quantization from Ultrasound Images,Kim KB,Current medical imaging,2020,Journal Article,N,N,,3,"<h4>Background</h4>Low Back Pain (LBP) is a common disorder involving the muscles and bones and about half of the people experience LBP at some point of their lives. Since the social economic cost and the recurrence rate over the lifetime is very high, the treatment/rehabilitation of chronic LBP is important to physiotherapists, both for clinical and research purposes. Trunk muscles such as the lu",https://europepmc.org/article/MED/32484094,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
ai_spinal_ultrasound,22,32479346,,10.1016/j.compbiomed.2020.103838,Automatic extraction of vertebral landmarks from ultrasound images: A pilot study,Brignol A,Computers in biology and medicine,2020,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,3,"Interpreting ultrasound (US) images of the spine is challenging due to the high variability of the contrast during freehand US acquisitions. In this paper, an automatic method to extract vertebral landmarks (spinous process and laminae) from US images acquired in the transverse plane is presented. Prior knowledge about the vertebral shape and the associated hyper-echoic property is incorporated us",https://europepmc.org/article/MED/32479346,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
ai_spinal_ultrasound,23,31731376,,10.3934/mbe.2020040,An automatic measurement method of spinal curvature on ultrasound coronal images in adolescent idiopathic scoliosis,Jiang WW,Mathematical biosciences and engineering : MBE,2019,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,3,"This study proposed a new automatic measurement method of spinal curvature on ultrasound coronal images in adolescent idiopathic scoliosis (AIS). After preprocessing of Gaussian enhancement, the symmetric information of the image was extracted using the phase congruency. Then bony features were segmented from the soft tissues and background using the greyscale polarity. The morphological methods o",https://europepmc.org/article/MED/31731376,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
ai_spinal_ultrasound,24,3052685,,10.1259/0007-1285-61-729-847,Spinal segmentation anomalies: in utero diagnosis by ultrasound,Zalcman M,The British journal of radiology,1988,Journal Article|Case Reports,N,N,,2,,https://europepmc.org/article/MED/3052685,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
ai_spinal_ultrasound,25,35256903,PMC8898129,10.1155/2022/9713899,Study of Vertebral Artery Dissection by Ultrasound Superb Microvascular Imaging Based on Deep Neural Network Model,Wang Y,Journal of healthcare engineering,2022,"Retracted Publication|Research Support, Non-U.S. Gov't|research-article|Journal Article",Y,Y,cc by,2,"To assess the diagnostic value of ultrasound Superb Microvascular Imaging (SMI) and versus Doppler ultrasound (TCD) for microvascular structure and aerodynamic changes in vertebral artery dissection (VAD). In this paper, we firstly simulate the process of clinician recognition of vertebral artery dissection and propose a combination of a priori shape information of vertebral artery dissection and ",https://europepmc.org/article/MED/35256903,"(TITLE:ultrasound AND (TITLE:spine OR TITLE:spinal OR TITLE:lumbar OR TITLE:vertebra*)) AND (TITLE:""deep learning"" OR TITLE:""machine learning"" OR TITLE:segmentation OR TITLE:""neural network"" OR TITLE:automatic)"
bone_surface_us_segmentation,1,17019042,,10.1088/0031-9155/51/20/017,Quantitative ultrasound imaging detects degenerative changes in articular cartilage surface and subchondral bone,Saarakkala S,Physics in medicine and biology,2006,"Research Support, Non-U.S. Gov't|Evaluation Study|Journal Article",N,N,,67,"Previous studies have suggested that quantitative ultrasound imaging could sensitively diagnose degeneration of the articular surface and changes in the subchondral bone during the development of osteoarthrosis (OA). We have recently introduced a new parameter, ultrasound roughness index (URI), for the quantification of cartilage surface roughness, and successfully tested it with normal and experi",https://europepmc.org/article/MED/17019042,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,2,19616363,,10.1016/j.ultrasmedbio.2009.04.015,Bone surface localization in ultrasound using image phase-based features,Hacihaliloglu I,Ultrasound in medicine & biology,2009,"Research Support, Non-U.S. Gov't|Evaluation Study|Journal Article",N,N,,63,"Current practice in orthopedic surgery relies on intraoperative fluoroscopy as the main imaging modality for localization and visualization of bone tissue, fractures, implants and surgical tool positions. Ultrasound (US) has recently emerged as a potential nonionizing imaging alternative that promises safer operation while remaining relatively cheap and widely available. US images, however, often ",https://europepmc.org/article/MED/19616363,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,3,14708753,,10.3109/10929080309146097,Ultrasound registration of the bone surface for surgical navigation,Amin DV,Computer aided surgery : official journal of the International Society for Computer Aided Surgery,2003,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,55,"<h4>Objective</h4>To allow non-invasive registration of the bone surface for computer-assisted surgery (CAS), this investigation reports the development and evaluation of intraoperative registration using 2D ultrasound (US) images. This approach employs automatic segmentation of the bone surface reflection from US images tagged with the 3D position to enable the application of CAS to minimally inv",https://europepmc.org/article/MED/14708753,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,4,30868478,,10.1007/s11548-019-01934-0,Automatic segmentation of bone surfaces from ultrasound using a filter-layer-guided CNN,Alsinan AZ,International journal of computer assisted radiology and surgery,2019,Journal Article,N,N,,35,"<h4>Purpose</h4>Ultrasound (US) provides real-time, two-/three-dimensional safe imaging. Due to these capabilities, it is considered a safe alternative to intra-operative fluoroscopy in various computer-assisted orthopedic surgery (CAOS) procedures. However, interpretation of the collected bone US data is difficult due to high levels of noise, various imaging artifacts, and bone surfaces response ",https://europepmc.org/article/MED/30868478,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,5,20059000,,10.1121/1.3257547,Thermal effects generated by high-intensity focused ultrasound beams at normal incidence to a bone surface,Nell DM,The Journal of the Acoustical Society of America,2010,Journal Article,N,N,,32,"Experiments and computations were performed to study factors affecting thermal safety when high-intensity focused ultrasound (HIFU) beams are normally incident (i.e., beam axis normal to the interface) upon a bone/soft-tissue interface. In particular, the temperature rise and thermal dose were determined as a function of separation between the beam focus and the interface. Under conditions represe",https://europepmc.org/article/MED/20059000,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,6,28804751,PMC5551972,10.1142/s2339547817300049,Ultrasound imaging and segmentation of bone surfaces: A review,Hacihaliloglu I.,Technology,2017,research-article|Journal Article,N,Y,,29,"Due to its real-time, non-radiation based three-dimensional (3D) imaging capabilities, ultrasound (US) has been incorporated into various orthopedic procedures. However, imaging artifacts, low signal-to-noise ratio (SNR) and bone boundaries appearing several mm in thickness make the analysis of US data difficult. This paper provides a review about the state-of-the-art bone segmentation and enhance",https://europepmc.org/article/MED/28804751,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,7,34106849,,10.1109/tmi.2021.3087857,NHBS-Net: A Feature Fusion Attention Network for Ultrasound Neonatal Hip Bone Segmentation,Liu R,IEEE transactions on medical imaging,2021,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,28,"Ultrasound is a widely used technology for diagnosing developmental dysplasia of the hip (DDH) because it does not use radiation. Due to its low cost and convenience, 2-D ultrasound is still the most common examination in DDH diagnosis. In clinical usage, the complexity of both ultrasound image standardization and measurement leads to a high error rate for sonographers. The automatic segmentation ",https://europepmc.org/article/MED/34106849,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,8,30194565,,10.1007/s11548-018-1856-x,FCN-based approach for the automatic segmentation of bone surfaces in ultrasound images,Villa M,International journal of computer assisted radiology and surgery,2018,Validation Study|Journal Article,N,N,,25,"<h4>Purpose</h4>A new algorithm, based on fully convolutional networks (FCN), is proposed for the automatic localization of the bone interface in ultrasound (US) images. The aim of this paper is to compare and validate this method with (1) a manual segmentation and (2) a state-of-the-art method called confidence in phase symmetry (CPS).<h4>Methods</h4>The dataset used for this study was composed o",https://europepmc.org/article/MED/30194565,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,9,31982208,,10.1016/j.ultrasmedbio.2019.12.014,Ultrasound Bone Segmentation: A Scoping Review of Techniques and Validation Practices,Pandey PU,Ultrasound in medicine & biology,2020,"Scoping Review|Research Support, Non-U.S. Gov't|Journal Article",N,N,,24,"Ultrasound bone segmentation is an important yet challenging task for many clinical applications. Several works have emerged attempting to improve and automate bone segmentation, which has led to a variety of computational techniques, validation practices and applied clinical scenarios. We characterize this exciting and growing body of research by reviewing published ultrasound bone segmentation t",https://europepmc.org/article/MED/31982208,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,10,29422994,PMC5801347,,Effect of low-intensity pulsed ultrasound on the biological behaviors of bone marrow mesenchymal stem cells on titanium with different surface topographies,An Y,American journal of translational research,2018,research-article|Journal Article,N,Y,,24,"The use of low-intensity pulsed ultrasound (LIPUS) is a promising approach to promote osteogenesis. However, few studies have reported the influence of this technique on the osseointegration of endosseous implants, especially regarding different implant topographies. We focused on how the initial interaction between cells and the titanium surface is enhanced by LIPUS and the potential regulatory m",https://europepmc.org/article/MED/29422994,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,11,22104523,,10.1016/j.ultrasmedbio.2011.10.009,Automatic bone localization and fracture detection from volumetric ultrasound images using 3-D local phase features,Hacihaliloglu I,Ultrasound in medicine & biology,2012,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,24,This article presents a novel method for bone segmentation from three-dimensional (3-D) ultrasound images that derives intensity-invariant 3-D local image phase measures that are then employed for extracting ridge-like features similar to those that occur at soft tissue/bone interfaces. The main contributions in this article include: (1) the extension of our previously proposed phase-symmetry-base,https://europepmc.org/article/MED/22104523,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,12,17361323,,10.1007/s00198-007-0324-1,Bone surface topology mapping and its role in trabecular bone quality assessment using scanning confocal ultrasound,Xia Y,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,2007,"Research Support, U.S. Gov't, Non-P.H.S.|Journal Article|Research Support, N.I.H., Extramural",N,N,,20,"<h4>Introduction</h4>Quantitative ultrasound (QUS) has been used to assess non-invasively bone quality, in which ultrasound velocity (UV) is a primary acoustic property.<h4>Methods</h4>While UV calculation requires the tissue thickness in the ultrasound path, a bone surface topology mapping (STM) method was developed in this study for enhancing the accuracy of the UV measurement. STM accuracy was ",https://europepmc.org/article/MED/17361323,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,13,32399586,,10.1007/s11548-020-02192-1,Generative approach for data augmentation for deep learning-based bone surface segmentation from ultrasound images,Zaman A,International journal of computer assisted radiology and surgery,2020,Journal Article,N,N,,19,"<h4>Purpose</h4>Precise localization of cystic bone lesions is crucial for osteolytic bone tumor surgery. Recently, there is a move toward ultrasound imaging over plain radiographs (X-rays) for intra-operative navigation due to the radiation-free and cost-effectiveness of the modality. In this process, the intra-operative bone model reconstructed from the segmented ultrasound image is registered w",https://europepmc.org/article/MED/32399586,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,14,32656685,,10.1007/s11548-020-02221-z,Bone shadow segmentation from ultrasound data for orthopedic surgery using GAN,Alsinan AZ,International journal of computer assisted radiology and surgery,2020,Journal Article,N,N,,18,"<h4>Purpose</h4>Real-time, two (2D) and three-dimensional (3D) ultrasound (US) has been investigated as a potential alternative to fluoroscopy imaging in various surgical and non-surgical orthopedic procedures. However, low signal to noise ratio, imaging artifacts and bone surfaces appearing several millimeters (mm) in thickness have hindered the wide spread adaptation of this safe imaging modalit",https://europepmc.org/article/MED/32656685,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,15,29804181,,10.1007/s11548-018-1788-5,Fast and automatic bone segmentation and registration of 3D ultrasound to CT for the full pelvic anatomy: a comparative study,Pandey P,International journal of computer assisted radiology and surgery,2018,Comparative Study|Journal Article,N,N,,16,"<h4>Purpose</h4>Ultrasound (US) is a safer alternative to X-rays for bone imaging, and its popularity for orthopedic surgical navigation is growing. Routine use of intraoperative US for navigation requires fast, accurate and automatic alignment of tracked US to preoperative computed tomography (CT) patient models. Our group previously investigated image segmentation and registration to align untra",https://europepmc.org/article/MED/29804181,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,16,21821346,,10.1016/j.ultrasmedbio.2011.06.006,Automatic adaptive parameterization in local phase feature-based bone segmentation in ultrasound,Hacihaliloglu I,Ultrasound in medicine & biology,2011,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,16,"Intensity-invariant local phase features based on Log-Gabor filters have been recently shown to produce highly accurate localizations of bone surfaces from three-dimensional (3-D) ultrasound. A key challenge, however, remains in the proper selection of filter parameters, whose values have so far been chosen empirically and kept fixed for a given image. Since Log-Gabor filter responses widely chang",https://europepmc.org/article/MED/21821346,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,17,18979759,,10.1007/978-3-540-85988-8_35,Bone segmentation and fracture detection in ultrasound using 3D local phase features,Hacihaliloglu I,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,2008,Journal Article,N,N,,15,"3D ultrasound (US) is increasingly considered as a viable alternative imaging modality in computer-assisted orthopaedic surgery (CAOS) applications. Automatic bone segmentation from US images, however, remains a challenge due to speckle noise and various other artifacts inherent to US. In this paper, we present intensity invariant three dimensional (3D) local image phase features, obtained using 3",https://europepmc.org/article/MED/18979759,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,18,32781381,,10.1016/j.compmedimag.2020.101766,An efficient end-to-end CNN for segmentation of bone surfaces from ultrasound,Luan K,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,2020,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,14,"The application of ultrasound (US) imaging in orthopedic surgery has always been a research direction. However, the various problems of US imaging hinder the development of computer assisted orthopedic surgery guided by US. US bone segmentation has been an important yet challenging task for many clinical applications. We propose a new end-to-end fully convolution network called BoneNet for real-ti",https://europepmc.org/article/MED/32781381,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,19,28735735,,10.1016/j.ultrasmedbio.2017.04.022,Random Forest-Based Bone Segmentation in Ultrasound,Baka N,Ultrasound in medicine & biology,2017,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,13,"Ultrasound (US) imaging is a safe alternative to radiography for guidance during minimally invasive orthopedic procedures. However, ultrasound is challenging to interpret because of the relatively low signal-to-noise ratio and its inherent speckle pattern that decreases image quality. Here we describe a method for automatic bone segmentation in 2-D ultrasound images using a patch-based random fore",https://europepmc.org/article/MED/28735735,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,20,32430694,,10.1007/s11548-020-02184-1,Robust real-time bone surfaces segmentation from ultrasound using a local phase tensor-guided CNN,Wang P,International journal of computer assisted radiology and surgery,2020,Journal Article,N,N,,12,"<h4>Purpose</h4>Automatic bone surfaces segmentation is one of the fundamental tasks of ultrasound (US)-guided computer-assisted orthopedic surgery procedures. However, due to various US imaging artifacts, manual operation of the transducer during acquisition, and different machine settings, many existing methods cannot deal with the large variations of the bone surface responses, in the collected",https://europepmc.org/article/MED/32430694,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,21,31947362,,10.1109/embc.2019.8857060,Fully Automated Segmentation of Alveolar Bone Using Deep Convolutional Neural Networks from Intraoral Ultrasound Images,Duong DQ,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2019,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,9,"Delineation of alveolar bone aids the diagnosis and treatment of periodontal diseases. In current practice, conventional 2D radiography and 3D cone-beam computed tomography (CBCT) imaging are used as the non-invasive approaches to image and delineate alveolar bone structures. Recently, high-frequency ultrasound imaging is proposed as an alternative to conventional imaging methods to prevent the ha",https://europepmc.org/article/MED/31947362,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,22,40472504,,10.1016/j.compbiomed.2025.110435,UltraBones100k: A reliable automated labeling method and large-scale dataset for ultrasound-based bone surface extraction,Wu L,Computers in biology and medicine,2025,Journal Article,N,N,cc by,6,"<h4>Background</h4>Ultrasound-based bone surface segmentation is crucial in computer-assisted orthopedic surgery. However, ultrasound images have limitations, including a low signal-to-noise ratio, acoustic shadowing, and speckle noise, which make interpretation difficult. Existing deep learning models for bone segmentation rely primarily on costly manual labeling by experts, limiting dataset size",https://europepmc.org/article/MED/40472504,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,23,401520,,10.3171/jns.1977.46.1.0065,Experimental intraoperative localization of retained intracerebral bone fragments using transdural ultrasound,Wood JH,Journal of neurosurgery,1977,Journal Article,N,N,,6,"Precise intraoperative localization of retained bone fragments and foreign bodies avoids extensive brain disseciton, cerebral edema, damage to vital structures, incomplete debridement, and prolonged surgical procedures. Such localization after head trauma is often hampered by cerebral distortion, previous incomplete debridement, fragment migration, and surgical draping. Our intraoperative techniqu",https://europepmc.org/article/MED/401520,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,24,35377036,,10.1007/s11548-022-02597-0,Can uncertainty estimation predict segmentation performance in ultrasound bone imaging?,Pandey PU,International journal of computer assisted radiology and surgery,2022,Journal Article,N,N,,6,"<h4>Purpose</h4>Segmenting bone surfaces in ultrasound (US) is a fundamental step in US-based computer-assisted orthopaedic surgeries. Neural network-based segmentation techniques are a natural choice for this, given promising results in related tasks. However, to gain widespread use, we must be able to know how much to trust segmentation networks during clinical deployment when ground-truth data ",https://europepmc.org/article/MED/35377036,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
bone_surface_us_segmentation,25,28017462,,10.1016/j.ultrasmedbio.2016.11.003,Strain-Initialized Robust Bone Surface Detection in 3-D Ultrasound,Hussain MA,Ultrasound in medicine & biology,2017,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,6,"Three-dimensional ultrasound has been increasingly considered as a safe radiation-free alternative to radiation-based fluoroscopic imaging for surgical guidance during computer-assisted orthopedic interventions, but because ultrasound images contain significant artifacts, it is challenging to automatically extract bone surfaces from these images. We propose an effective way to extract 3-D bone sur",https://europepmc.org/article/MED/28017462,"(TITLE:ultrasound AND TITLE:bone) AND (TITLE:segmentation OR TITLE:""surface"" OR TITLE:localization)"
robotic_ultrasound,1,22631222,,10.1021/nn301312z,Autonomous motion of metallic microrods propelled by ultrasound,Wang W,ACS nano,2012,"Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.|Journal Article",N,N,,389,"Autonomously moving micro-objects, or micromotors, have attracted the attention of the scientific community over the past decade, but the incompatibility of phoretic motors with solutions of high ionic strength and the use of toxic fuels have limited their applications in biologically relevant media. In this letter we demonstrate that ultrasonic standing waves in the MHz frequency range can levita",https://europepmc.org/article/MED/22631222,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,2,31898992,,10.1016/j.eururo.2019.11.024,Three-dimensional Augmented Reality Robot-assisted Partial Nephrectomy in Case of Complex Tumours (PADUA ≥10): A New Intraoperative Tool Overcoming the Ultrasound Guidance,Porpiglia F,European urology,2020,Journal Article,N,N,,119,"<h4>Background</h4>Despite technical improvements introduced with robotic surgery, management of complex tumours (PADUA score ≥10) is still a matter of debate within the field of transperitoneal robot-assisted partial nephrectomy (RAPN).<h4>Objective</h4>To evaluate the accuracy of our three-dimensional (3D) static and elastic augmented reality (AR) systems based on hyperaccuracy models (HA3D) in ",https://europepmc.org/article/MED/31898992,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,3,26056753,PMC4592282,10.1016/j.ygyno.2015.06.008,Ultrasound guided subcostal transversus abdominis plane (TAP) infiltration with liposomal bupivacaine for patients undergoing robotic assisted hysterectomy: A prospective randomized controlled study,Hutchins J,Gynecologic oncology,2015,research-article|Randomized Controlled Trial|Journal Article,N,Y,,89,<h4>Introduction</h4>Optimal pain control after major surgery contributes to a patient's recovery and satisfaction. The use of liposomal bupivacaine in subcostal transversus abdominis plane (TAP) blocks for postoperative pain control after robot assisted abdominal surgery has yet to be studied.<h4>Methods</h4>We conducted a prospective randomized controlled observer-blinded study comparing bilater,https://europepmc.org/article/MED/26056753,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,4,14611703,,10.1089/105072503322511346,Ultrasound-guided laser thermal ablation in the treatment of autonomous hyperfunctioning thyroid nodules and compressive nontoxic nodular goiter,Spiezia S,Thyroid : official journal of the American Thyroid Association,2003,Journal Article,N,N,,86,<h4>Objective</h4>Percutaneous laser thermal ablation (LTA) has been applied in several tumors. In this study we evaluated the safety and long-term efficacy of LTA in the treatment of benign thyroid nodules.<h4>Design and patients</h4>Seven patients with autonomous hyperfunctioning thyroid nodule (group A) and five patients with compressive nodular goiter (group B) were treated with LTA. Up to thr,https://europepmc.org/article/MED/14611703,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,5,32653568,PMC7347315,10.1016/j.chest.2020.06.068,Feasibility of a 5G-Based Robot-Assisted Remote Ultrasound System for Cardiopulmonary Assessment of Patients With Coronavirus Disease 2019,Ye R,Chest,2021,"Research Support, Non-U.S. Gov't|research-article|Journal Article",Y,Y,cc by-nc-nd,67,<h4>Background</h4>Traditional methods for cardiopulmonary assessment of patients with coronavirus disease 2019 (COVID-19) pose risks to both patients and examiners. This necessitates a remote examination of such patients without sacrificing information quality.<h4>Research question</h4>The goal of this study was to assess the feasibility of a 5G-based robot-assisted remote ultrasound system in ex,https://europepmc.org/article/MED/32653568,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,6,34985859,,10.1021/acsnano.1c07830,Real-Time Ultrasound Doppler Tracking and Autonomous Navigation of a Miniature Helical Robot for Accelerating Thrombolysis in Dynamic Blood Flow,Wang Q,ACS nano,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,64,"Untethered small-scale robots offer great promise for medical applications in complex biological environments. However, challenges remain in the control and medical imaging of a robot for targeted delivery inside a living body, especially in flowing conditions (e.g., blood vessels). In this work, we report a strategy to autonomously navigate a miniature helical robot in dynamic blood flow under ul",https://europepmc.org/article/MED/34985859,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,7,37541100,,10.1016/j.media.2023.102878,Robotic ultrasound imaging: State-of-the-art and future perspectives,Jiang Z,Medical image analysis,2023,Review|Journal Article,N,N,,62,"Ultrasound (US) is one of the most widely used modalities for clinical intervention and diagnosis due to the merits of providing non-invasive, radiation-free, and real-time images. However, free-hand US examinations are highly operator-dependent. Robotic US System (RUSS) aims at overcoming this shortcoming by offering reproducibility, while also aiming at improving dexterity, and intelligent anato",https://europepmc.org/article/MED/37541100,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
robotic_ultrasound,8,18433079,PMC4076171,10.1002/rcs.184,Three-dimensional ultrasound-guided robotic needle placement: an experimental evaluation,Boctor EM,The international journal of medical robotics + computer assisted surgery : MRCAS,2008,"research-article|Research Support, U.S. Gov't, Non-P.H.S.|Journal Article|Research Support, N.I.H., Extramural",N,Y,,56,"<h4>Background</h4>Clinical use of image-guided needle placement robots has lagged behind laboratory-demonstrated robotic capability. Bridging this gap requires reliable and easy-to-use robotic systems.<h4>Methods</h4>Our system for image-guided needle placement requires only simple, low-cost components and minimal, entirely off-line calibration. It rapidly aligns needles to planned entry paths us",https://europepmc.org/article/MED/18433079,"(TITLE:robotic OR TITLE:""robot-assisted"" OR TITLE:autonomous) AND TITLE:ultrasound"
